Col1,Col2,Col3,Col4
WPU_TXLKE001.GenWatts,10/21/2019 19:13:10,74,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:13:20,23,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:13:30,97,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:13:40,77,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:13:50,52,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:14:00,18,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:14:10,97,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:14:20,77,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:14:30,30,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:14:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:14:50,23,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:15:00,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:15:10,89,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:15:20,39,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:15:30,41,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:15:40,12,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:15:50,32,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:16:00,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:16:10,29,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:16:20,9,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:16:30,75,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:16:40,69,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:16:50,55,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:17:00,59,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:17:10,95,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:17:20,80,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:17:30,9,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:17:40,16,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:17:50,57,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:18:00,18,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:18:10,98,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:18:20,39,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:18:30,96,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:18:40,47,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:18:50,71,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:19:00,34,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:19:10,65,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:19:20,60,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:19:30,5,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:19:40,62,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:19:50,36,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:20:00,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:20:10,13,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:20:20,73,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:20:30,27,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:20:40,59,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:20:50,34,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:21:00,44,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:21:10,78,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:21:20,41,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:21:30,1,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:21:40,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:21:50,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:22:00,42,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:22:10,58,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:22:20,5,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:22:30,67,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:22:40,38,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:22:50,81,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:23:00,71,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:23:10,9,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:23:20,82,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:23:30,20,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:23:40,12,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:23:50,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:24:00,83,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:24:10,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:24:20,42,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:24:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:24:40,7,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:24:50,46,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:25:00,71,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:25:10,69,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:25:20,67,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:25:30,72,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:25:40,41,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:25:50,57,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:26:00,82,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:26:10,32,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:26:20,37,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:26:30,47,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:26:40,64,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:26:50,38,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:27:00,17,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:27:10,18,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:27:20,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:27:30,90,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:27:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:27:50,89,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:28:00,66,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:28:10,66,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:28:20,27,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:28:30,79,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:28:40,34,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:28:50,53,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:29:00,54,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:29:10,15,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:29:20,1,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:29:30,17,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:29:40,44,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:29:50,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:30:00,91,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:30:10,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:30:20,71,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:30:30,94,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:30:40,29,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:30:50,41,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:31:00,81,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:31:10,69,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:31:20,18,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:31:30,48,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:31:40,85,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:31:50,7,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:32:00,45,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:32:10,25,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:32:20,44,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:32:30,44,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:32:40,4,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:32:50,94,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:33:00,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:33:10,92,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:33:20,26,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:33:30,53,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:33:40,2,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:33:50,40,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:34:00,20,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:34:10,92,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:34:20,36,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:34:30,14,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:34:40,19,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:34:50,27,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:35:00,56,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:35:10,65,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:35:20,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:35:30,58,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:35:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:35:50,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:36:00,67,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:36:10,22,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:36:20,89,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:36:30,47,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:36:40,10,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:36:50,86,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:37:00,71,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:37:10,19,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:37:20,81,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:37:30,21,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:37:40,34,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:37:50,9,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:38:00,10,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:38:10,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:38:20,11,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:38:30,7,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:38:40,49,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:38:50,51,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:39:00,52,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:39:10,39,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:39:20,74,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:39:30,31,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:39:40,75,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:39:50,36,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:40:00,5,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:40:10,68,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:40:20,51,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:40:30,91,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:40:40,91,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:40:50,20,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:41:00,19,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:41:10,86,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:41:20,69,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:41:30,56,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:41:40,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:41:50,82,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:42:00,6,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:42:10,21,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:42:20,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:42:30,40,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:42:40,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:42:50,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:43:00,58,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:43:10,99,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:43:20,58,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:43:30,27,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:43:40,5,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:43:50,8,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:44:00,17,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:44:10,50,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:44:20,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:44:30,37,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:44:40,7,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:44:50,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:45:00,14,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:45:10,37,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:45:20,47,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:45:30,53,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:45:40,43,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:45:50,41,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:46:00,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:46:10,80,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:46:20,27,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:46:30,62,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:46:40,2,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:46:50,48,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:47:00,39,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:47:10,54,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:47:20,34,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:47:30,28,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:47:40,2,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:47:50,28,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:48:00,67,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:48:10,13,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:48:20,57,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:48:30,91,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:48:40,72,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:48:50,76,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:49:00,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:49:10,77,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:49:20,64,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:49:30,43,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:49:40,75,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:49:50,42,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:50:00,3,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:50:10,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:50:20,80,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:50:30,53,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:50:40,42,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:50:50,40,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:51:00,36,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:51:10,52,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:51:20,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:51:30,42,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:51:40,5,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:51:50,2,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:52:00,56,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:52:10,96,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:52:20,97,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:52:30,11,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:52:40,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:52:50,50,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:53:00,74,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:53:10,88,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:53:20,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:53:30,89,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:53:40,69,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:53:50,93,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:54:00,59,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:54:10,22,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:54:20,64,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:54:30,71,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:54:40,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:54:50,65,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:55:00,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:55:10,92,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:55:20,5,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:55:30,85,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:55:40,59,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:55:50,20,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:56:00,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:56:10,85,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:56:20,12,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:56:30,93,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:56:40,92,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:56:50,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:57:00,49,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:57:10,26,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/21/2019 19:57:20,9,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/21/2019 19:57:30,55,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/21/2019 19:57:40,36,WPU_TXLKE001.GenWatts01
